surr_key_Weather_info,Weather_Category,Rain_Intensity,Is_Rainy,temp_range
46,Cold and Rainy,Moderate Rain,True,4.2
47,Sunny,Light Rain,True,7.300000000000001
48,Sunny,Moderate Rain,True,10.4
49,Cold and Rainy,Heavy Rain,True,1.9
50,Sunny,No Rain,False,5.0
51,Sunny,Light Rain,True,6.699999999999999
52,Sunny,Moderate Rain,True,4.6
53,Sunny,No Rain,False,6.5
54,Normal,Moderate Rain,True,5.0
55,Sunny,Moderate Rain,True,4.1
56,Sunny,Light Rain,True,5.5
57,Sunny,Light Rain,True,5.300000000000001
58,Windy,Heavy Rain,True,4.6
59,Sunny,Moderate Rain,True,3.0999999999999996
60,Sunny,Light Rain,True,3.8999999999999995
61,Sunny,Light Rain,True,5.0
62,Cold and Rainy,Heavy Rain,True,8.1
63,Sunny,Light Rain,True,5.8
64,Sunny,No Rain,False,5.7
65,Sunny,Light Rain,True,9.2
66,Windy,Light Rain,True,3.0
67,Normal,Moderate Rain,True,2.9000000000000004
68,Windy,Heavy Rain,True,0.9000000000000004
69,Windy,Moderate Rain,True,3.0
70,Windy,Light Rain,True,2.8
71,Sunny,No Rain,False,5.9
72,Normal,Light Rain,True,6.8999999999999995
73,Normal,Light Rain,True,3.3999999999999995
74,Sunny,Light Rain,True,3.8999999999999995
75,Normal,Light Rain,True,6.8999999999999995
76,Sunny,No Rain,False,3.1999999999999993
77,Normal,Light Rain,True,3.0999999999999996
78,Sunny,No Rain,False,8.9
79,Normal,No Rain,False,8.200000000000001
80,Normal,No Rain,False,4.8
81,Normal,No Rain,False,3.6000000000000005
82,Sunny,No Rain,False,4.199999999999999
83,Cold and Rainy,Heavy Rain,True,4.6
84,Sunny,Moderate Rain,True,5.3
85,Sunny,Light Rain,True,6.3
86,Sunny,No Rain,False,8.8
87,Sunny,Light Rain,True,4.8
88,Sunny,No Rain,False,7.699999999999999
89,Sunny,No Rain,False,5.9
90,Normal,Light Rain,True,4.2
91,Normal,Light Rain,True,3.9
92,Sunny,No Rain,False,6.3
93,Cold and Rainy,Moderate Rain,True,4.2
94,Sunny,No Rain,False,3.6999999999999997
95,Sunny,No Rain,False,5.8
96,Sunny,No Rain,False,9.8
97,Sunny,No Rain,False,8.700000000000001
98,Sunny,No Rain,False,9.299999999999999
99,Normal,Light Rain,True,4.5
100,Normal,No Rain,False,4.7
101,Sunny,Light Rain,True,8.9
102,Cold and Rainy,Moderate Rain,True,4.2
103,Cold and Rainy,Moderate Rain,True,3.3
104,Cold and Rainy,Moderate Rain,True,3.1999999999999997
105,Sunny,Light Rain,True,6.300000000000001
106,Sunny,Light Rain,True,7.1
107,Sunny,No Rain,False,10.3
108,Cold and Rainy,Moderate Rain,True,3.5
109,Sunny,Light Rain,True,6.799999999999999
110,Sunny,Moderate Rain,True,9.3
111,Sunny,Heavy Rain,True,5.8999999999999995
112,Sunny,Moderate Rain,True,4.799999999999999
113,Sunny,Moderate Rain,True,4.8
114,Sunny,Moderate Rain,True,6.200000000000001
115,Sunny,Moderate Rain,True,7.8
116,Normal,Heavy Rain,True,1.5
117,Windy,Heavy Rain,True,2.5000000000000004
118,Sunny,Moderate Rain,True,6.800000000000001
119,Sunny,Light Rain,True,9.9
120,Normal,Light Rain,True,7.2
121,Sunny,No Rain,False,11.6
122,Sunny,Light Rain,True,11.399999999999999
123,Sunny,No Rain,False,9.9
124,Sunny,No Rain,False,5.6
125,Sunny,No Rain,False,10.3
126,Sunny,No Rain,False,11.7
127,Sunny,No Rain,False,13.0
128,Sunny,No Rain,False,12.7
129,Sunny,No Rain,False,13.399999999999999
130,Sunny,No Rain,False,13.099999999999998
131,Sunny,No Rain,False,6.8
132,Sunny,No Rain,False,5.6
133,Sunny,No Rain,False,11.2
134,Sunny,No Rain,False,13.200000000000001
135,Sunny,Light Rain,True,9.8
136,Sunny,Light Rain,True,6.5
137,Normal,Moderate Rain,True,3.3
138,Sunny,Heavy Rain,True,4.8
139,Sunny,Moderate Rain,True,6.799999999999999
140,Sunny,Moderate Rain,True,7.1000000000000005
141,Sunny,Moderate Rain,True,5.500000000000001
142,Sunny,Light Rain,True,6.199999999999999
143,Sunny,No Rain,False,5.3
144,Normal,Moderate Rain,True,4.4
145,Sunny,Moderate Rain,True,7.6
146,Sunny,Heavy Rain,True,5.6000000000000005
147,Sunny,Light Rain,True,7.7
148,Sunny,Heavy Rain,True,5.1000000000000005
149,Sunny,Moderate Rain,True,9.1
150,Sunny,Light Rain,True,6.300000000000001
151,Sunny,Light Rain,True,9.600000000000001
152,Sunny,Moderate Rain,True,9.399999999999999
153,Normal,Moderate Rain,True,5.1000000000000005
154,Sunny,Light Rain,True,6.300000000000001
155,Normal,Light Rain,True,2.1999999999999993
156,Normal,Heavy Rain,True,3.3000000000000007
157,Normal,Light Rain,True,4.500000000000001
158,Sunny,Heavy Rain,True,6.6
159,Sunny,Moderate Rain,True,6.2
160,Normal,Moderate Rain,True,5.499999999999999
161,Normal,Moderate Rain,True,7.9
162,Sunny,Moderate Rain,True,7.299999999999999
163,Sunny,Moderate Rain,True,5.200000000000001
164,Windy,Light Rain,True,5.6
165,Sunny,Light Rain,True,4.800000000000001
166,Sunny,Light Rain,True,7.3
167,Sunny,No Rain,False,7.8999999999999995
168,Sunny,No Rain,False,12.6
169,Sunny,No Rain,False,7.599999999999998
170,Sunny,No Rain,False,12.799999999999999
171,Sunny,No Rain,False,9.799999999999999
172,Sunny,Light Rain,True,4.5
173,Sunny,Heavy Rain,True,4.299999999999999
174,Sunny,Heavy Rain,True,5.699999999999999
175,Normal,Light Rain,True,2.4000000000000004
176,Normal,Light Rain,True,4.000000000000001
177,Sunny,No Rain,False,6.3
178,Sunny,No Rain,False,8.0
179,Sunny,No Rain,False,9.499999999999998
180,Normal,No Rain,False,4.4
181,Sunny,No Rain,False,6.800000000000001
182,Sunny,Light Rain,True,5.499999999999999
183,Sunny,No Rain,False,10.9
184,Normal,Light Rain,True,3.799999999999999
185,Normal,Light Rain,True,5.0
186,Sunny,Light Rain,True,8.7
187,Normal,Light Rain,True,5.799999999999999
188,Normal,Light Rain,True,2.7
189,Sunny,Light Rain,True,7.299999999999999
190,Sunny,Moderate Rain,True,5.200000000000001
191,Sunny,Heavy Rain,True,4.4
192,Sunny,Heavy Rain,True,4.800000000000001
193,Sunny,No Rain,False,6.000000000000001
194,Sunny,No Rain,False,8.1
195,Sunny,Light Rain,True,3.3000000000000007
196,Sunny,Light Rain,True,6.1
197,Sunny,No Rain,False,7.5
198,Sunny,No Rain,False,11.0
199,Sunny,No Rain,False,12.799999999999999
200,Sunny,Light Rain,True,9.799999999999999
201,Sunny,No Rain,False,7.200000000000001
202,Sunny,No Rain,False,8.399999999999999
203,Sunny,No Rain,False,13.4
204,Sunny,No Rain,False,8.6
205,Sunny,No Rain,False,7.100000000000001
206,Normal,No Rain,False,3.299999999999999
207,Normal,Moderate Rain,True,3.1999999999999993
208,Sunny,Light Rain,True,8.200000000000001
209,Sunny,Light Rain,True,6.700000000000001
210,Sunny,Moderate Rain,True,7.4
211,Sunny,Moderate Rain,True,6.799999999999999
212,Sunny,Light Rain,True,8.5
213,Normal,Moderate Rain,True,4.100000000000001
214,Sunny,Light Rain,True,3.6999999999999993
215,Sunny,Heavy Rain,True,4.1
216,Sunny,Light Rain,True,6.0
217,Normal,Light Rain,True,5.299999999999999
218,Normal,Light Rain,True,8.999999999999998
219,Sunny,Light Rain,True,5.699999999999999
220,Sunny,Light Rain,True,7.200000000000001
221,Sunny,Light Rain,True,6.199999999999999
222,Normal,Heavy Rain,True,2.4000000000000004
223,Normal,Light Rain,True,4.499999999999998
224,Sunny,No Rain,False,8.899999999999999
225,Normal,Light Rain,True,4.700000000000001
226,Normal,Moderate Rain,True,2.299999999999999
227,Sunny,Moderate Rain,True,5.199999999999999
228,Sunny,Moderate Rain,True,5.5
229,Sunny,Heavy Rain,True,4.800000000000001
230,Sunny,Heavy Rain,True,7.0
231,Sunny,Light Rain,True,6.7
232,Sunny,Moderate Rain,True,7.3999999999999995
233,Sunny,Heavy Rain,True,7.4
234,Sunny,Moderate Rain,True,9.8
235,Sunny,Light Rain,True,8.6
236,Sunny,No Rain,False,9.700000000000001
237,Sunny,No Rain,False,10.3
238,Sunny,No Rain,False,10.200000000000001
239,Normal,Light Rain,True,4.399999999999999
240,Sunny,Moderate Rain,True,5.899999999999999
241,Sunny,Moderate Rain,True,7.6
242,Sunny,Light Rain,True,7.499999999999999
243,Sunny,No Rain,False,7.9
244,Windy,Heavy Rain,True,1.8000000000000007
245,Sunny,Light Rain,True,8.0
246,Sunny,Light Rain,True,4.5
247,Sunny,No Rain,False,9.7
248,Sunny,Light Rain,True,9.1
249,Sunny,Light Rain,True,5.200000000000001
250,Sunny,Heavy Rain,True,4.6
251,Windy,Moderate Rain,True,7.0
252,Sunny,Light Rain,True,4.9
253,Sunny,Light Rain,True,5.300000000000001
254,Normal,Moderate Rain,True,3.700000000000001
255,Normal,Heavy Rain,True,8.6
256,Normal,Light Rain,True,1.9000000000000004
257,Sunny,Light Rain,True,3.4000000000000004
258,Sunny,Light Rain,True,3.299999999999999
259,Sunny,Moderate Rain,True,4.299999999999999
260,Sunny,Light Rain,True,7.9
261,Normal,Heavy Rain,True,2.6000000000000014
262,Sunny,Heavy Rain,True,4.4
263,Sunny,Moderate Rain,True,8.1
264,Sunny,Heavy Rain,True,5.799999999999999
265,Sunny,Light Rain,True,8.200000000000001
266,Sunny,Moderate Rain,True,3.0
267,Sunny,Light Rain,True,9.200000000000001
268,Normal,Heavy Rain,True,4.600000000000001
269,Sunny,Heavy Rain,True,4.399999999999999
270,Normal,Heavy Rain,True,4.2
271,Windy,Heavy Rain,True,3.1999999999999993
272,Sunny,Moderate Rain,True,5.200000000000001
273,Sunny,Light Rain,True,8.6
274,Normal,Light Rain,True,5.300000000000001
275,Sunny,Light Rain,True,4.9
276,Sunny,Light Rain,True,6.300000000000001
277,Sunny,Moderate Rain,True,8.3
278,Sunny,Heavy Rain,True,5.0
279,Sunny,Light Rain,True,6.9
280,Sunny,No Rain,False,6.999999999999999
281,Normal,Heavy Rain,True,2.8
282,Sunny,Light Rain,True,4.3
283,Cold and Rainy,Heavy Rain,True,3.3
284,Sunny,Light Rain,True,3.4000000000000004
285,Normal,Light Rain,True,6.199999999999999
286,Normal,Light Rain,True,4.5
287,Sunny,Light Rain,True,6.200000000000001
288,Sunny,Light Rain,True,4.3999999999999995
289,Sunny,No Rain,False,4.7
290,Normal,Light Rain,True,3.7
291,Sunny,Moderate Rain,True,6.000000000000001
292,Sunny,Moderate Rain,True,4.5
293,Sunny,Light Rain,True,3.700000000000001
294,Normal,Light Rain,True,4.9
295,Sunny,No Rain,False,8.8
296,Sunny,Light Rain,True,6.4
297,Sunny,Heavy Rain,True,2.3000000000000007
298,Normal,Heavy Rain,True,1.4000000000000004
299,Windy,Heavy Rain,True,4.9
300,Windy,Light Rain,True,3.0
301,Sunny,Moderate Rain,True,5.500000000000001
302,Windy,Heavy Rain,True,4.9
303,Cold and Rainy,Heavy Rain,True,3.6
304,Normal,No Rain,False,6.4
305,Sunny,Moderate Rain,True,8.5
306,Sunny,Light Rain,True,5.6
307,Normal,No Rain,False,6.6000000000000005
308,Sunny,No Rain,False,6.8999999999999995
309,Sunny,Light Rain,True,6.9
310,Sunny,Light Rain,True,5.0
311,Cold and Rainy,Heavy Rain,True,1.3000000000000003
312,Cold and Rainy,Heavy Rain,True,1.5000000000000004
313,Normal,Moderate Rain,True,1.5999999999999996
314,Sunny,Light Rain,True,5.2
315,Normal,Light Rain,True,6.0
316,Cold and Rainy,Heavy Rain,True,3.3000000000000003
317,Normal,Light Rain,True,2.6000000000000005
318,Sunny,Light Rain,True,5.4
319,Sunny,No Rain,False,7.2
320,Normal,Moderate Rain,True,6.3
321,Cold and Rainy,Moderate Rain,True,2.9
322,Sunny,No Rain,False,3.8000000000000003
323,Normal,Moderate Rain,True,6.3999999999999995
324,Sunny,No Rain,False,3.8
325,Sunny,No Rain,False,5.0
326,Sunny,No Rain,False,3.0
327,Cold and Rainy,Moderate Rain,True,3.3000000000000003
328,Sunny,No Rain,False,5.3
329,Sunny,Light Rain,True,4.9
330,Cold and Rainy,Moderate Rain,True,3.0
331,Cold and Rainy,Moderate Rain,True,3.1
332,Normal,Moderate Rain,True,3.3000000000000003
333,Normal,Heavy Rain,True,5.7
334,Windy,Moderate Rain,True,3.4000000000000004
335,Normal,Moderate Rain,True,4.199999999999999
336,Normal,Moderate Rain,True,3.5
337,Sunny,Moderate Rain,True,1.4000000000000004
338,Normal,Moderate Rain,True,1.2000000000000002
339,Windy,Moderate Rain,True,3.1000000000000005
340,Windy,Moderate Rain,True,2.8000000000000007
341,Normal,Light Rain,True,1.1000000000000005
342,Normal,No Rain,False,1.9000000000000004
343,Windy,Heavy Rain,True,3.0999999999999996
344,Windy,Heavy Rain,True,1.6000000000000005
345,Sunny,Moderate Rain,True,1.9000000000000004
346,Sunny,Light Rain,True,6.2
347,Windy,Heavy Rain,True,1.8999999999999995
348,Cold and Rainy,Heavy Rain,True,4.1
349,Windy,No Rain,False,4.0
350,Sunny,No Rain,False,4.5
351,Normal,No Rain,False,3.0
352,Normal,No Rain,False,2.9
353,Sunny,Light Rain,True,6.300000000000001
354,Normal,Moderate Rain,True,8.0
355,Normal,Moderate Rain,True,1.6000000000000005
356,Normal,No Rain,False,1.8000000000000003
357,Normal,No Rain,False,1.4
358,Normal,Light Rain,True,0.7000000000000002
359,Sunny,Light Rain,True,2.6
360,Sunny,No Rain,False,3.0999999999999996
361,Sunny,No Rain,False,3.4000000000000004
362,Normal,Light Rain,True,2.5999999999999996
363,Normal,Moderate Rain,True,2.2
364,Sunny,No Rain,False,2.9
365,Sunny,No Rain,False,4.0
366,Cold and Rainy,Heavy Rain,True,6.6000000000000005
367,Normal,Moderate Rain,True,3.7
368,Normal,Moderate Rain,True,1.6000000000000005
369,Normal,Light Rain,True,3.1999999999999997
370,Normal,Moderate Rain,True,2.8
371,Normal,No Rain,False,2.9
372,Normal,Moderate Rain,True,1.7999999999999998
373,Cold and Rainy,Heavy Rain,True,4.5
374,Sunny,No Rain,False,4.7
375,Normal,No Rain,False,3.3
376,Sunny,Light Rain,True,2.9
377,Sunny,No Rain,False,2.9000000000000004
378,Sunny,No Rain,False,5.1000000000000005
379,Sunny,No Rain,False,5.0
380,Sunny,No Rain,False,5.0
381,Sunny,No Rain,False,5.5
382,Sunny,No Rain,False,6.1000000000000005
383,Normal,No Rain,False,4.1
384,Normal,No Rain,False,3.8
385,Normal,No Rain,False,2.9
386,Normal,No Rain,False,4.0
387,Normal,Moderate Rain,True,1.8
388,Cold and Rainy,Heavy Rain,True,4.4
389,Cold and Rainy,Moderate Rain,True,3.6999999999999997
390,Cold and Rainy,Heavy Rain,True,4.2
391,Sunny,Moderate Rain,True,2.5
392,Sunny,Light Rain,True,1.4
393,Sunny,Light Rain,True,5.2
394,Normal,No Rain,False,4.9
395,Sunny,No Rain,False,6.8
396,Normal,Light Rain,True,1.4000000000000001
397,Normal,Light Rain,True,5.7
398,Normal,Moderate Rain,True,3.7
399,Normal,Light Rain,True,2.3999999999999995
400,Cold and Rainy,Heavy Rain,True,2.2
401,Cold and Rainy,Heavy Rain,True,2.6
402,Cold and Rainy,Heavy Rain,True,1.5
403,Cold and Rainy,Heavy Rain,True,4.8
404,Windy,Moderate Rain,True,9.3
405,Sunny,No Rain,False,7.800000000000001
406,Sunny,No Rain,False,7.300000000000001
407,Cold and Rainy,Heavy Rain,True,14.3
408,Windy,Heavy Rain,True,2.5
409,Sunny,No Rain,False,7.5
410,Sunny,No Rain,False,7.800000000000001
411,Sunny,No Rain,False,7.0
412,Normal,Light Rain,True,4.6000000000000005
413,Sunny,No Rain,False,7.4
414,Sunny,No Rain,False,9.0
415,Sunny,No Rain,False,6.4
416,Sunny,Light Rain,True,7.0
417,Normal,No Rain,False,8.1
418,Sunny,No Rain,False,3.8000000000000003
419,Sunny,Light Rain,True,4.3
420,Sunny,Light Rain,True,6.199999999999999
421,Sunny,Light Rain,True,6.9
422,Sunny,No Rain,False,5.7
423,Cold and Rainy,Heavy Rain,True,2.7
424,Cold and Rainy,Heavy Rain,True,2.0
425,Sunny,No Rain,False,6.199999999999999
426,Sunny,No Rain,False,9.6
427,Sunny,No Rain,False,13.2
428,Sunny,No Rain,False,10.7
429,Sunny,No Rain,False,9.2
430,Sunny,No Rain,False,7.300000000000001
431,Sunny,No Rain,False,10.5
432,Sunny,Moderate Rain,True,5.5
433,Sunny,Light Rain,True,3.7
434,Normal,Light Rain,True,4.199999999999999
435,Normal,Light Rain,True,3.0999999999999996
436,Sunny,Moderate Rain,True,5.5
437,Sunny,Light Rain,True,5.4
438,Sunny,No Rain,False,9.7
439,Sunny,Light Rain,True,7.7
440,Sunny,Light Rain,True,6.0
441,Sunny,No Rain,False,6.8
442,Sunny,No Rain,False,5.0
443,Sunny,Light Rain,True,4.6
444,Sunny,No Rain,False,7.8
445,Sunny,No Rain,False,7.8999999999999995
446,Windy,Light Rain,True,2.9
447,Cold and Rainy,Moderate Rain,True,3.2
448,Normal,Light Rain,True,4.199999999999999
449,Normal,Light Rain,True,2.8
450,Sunny,Light Rain,True,4.9
451,Sunny,No Rain,False,5.8
452,Cold and Rainy,Moderate Rain,True,5.1
453,Sunny,Moderate Rain,True,6.2
454,Normal,Moderate Rain,True,6.1
455,Sunny,Light Rain,True,7.5
456,Sunny,Heavy Rain,True,5.9
457,Sunny,Light Rain,True,5.700000000000001
458,Sunny,Moderate Rain,True,7.199999999999999
459,Sunny,Moderate Rain,True,6.0
460,Sunny,Light Rain,True,7.2
461,Normal,Moderate Rain,True,3.0999999999999996
462,Cold and Rainy,Heavy Rain,True,4.6
463,Cold and Rainy,Moderate Rain,True,4.0
464,Normal,Light Rain,True,6.2
465,Cold and Rainy,Moderate Rain,True,6.299999999999999
466,Sunny,Moderate Rain,True,6.5
467,Sunny,No Rain,False,6.999999999999999
468,Normal,No Rain,False,4.5
469,Sunny,Light Rain,True,7.300000000000001
470,Normal,Light Rain,True,4.699999999999999
471,Sunny,Light Rain,True,4.5
472,Sunny,No Rain,False,7.3
473,Cold and Rainy,Moderate Rain,True,7.199999999999999
474,Sunny,Light Rain,True,8.0
475,Sunny,Light Rain,True,7.6000000000000005
476,Sunny,Light Rain,True,7.1
477,Sunny,Light Rain,True,8.0
478,Cold and Rainy,Heavy Rain,True,1.7000000000000002
479,Cold and Rainy,Moderate Rain,True,5.1
480,Sunny,No Rain,False,13.4
481,Normal,Heavy Rain,True,4.4
482,Sunny,Moderate Rain,True,6.1000000000000005
483,Sunny,Moderate Rain,True,9.299999999999999
484,Sunny,Moderate Rain,True,6.3
485,Sunny,Light Rain,True,7.1000000000000005
486,Sunny,Light Rain,True,9.2
487,Sunny,No Rain,False,12.5
488,Sunny,No Rain,False,12.0
489,Sunny,No Rain,False,7.5
490,Sunny,Light Rain,True,9.100000000000001
491,Sunny,No Rain,False,11.100000000000001
492,Sunny,No Rain,False,10.3
493,Sunny,No Rain,False,13.3
494,Sunny,No Rain,False,8.5
495,Sunny,No Rain,False,12.299999999999999
496,Sunny,No Rain,False,11.599999999999998
497,Sunny,No Rain,False,13.6
498,Sunny,No Rain,False,14.399999999999999
499,Sunny,No Rain,False,12.0
500,Sunny,No Rain,False,7.200000000000001
501,Normal,Moderate Rain,True,1.5
502,Normal,Moderate Rain,True,3.7
503,Sunny,Heavy Rain,True,7.200000000000001
504,Sunny,Light Rain,True,7.4
505,Normal,Light Rain,True,7.199999999999999
506,Sunny,No Rain,False,8.2
507,Sunny,No Rain,False,8.5
508,Sunny,No Rain,False,9.5
509,Sunny,No Rain,False,9.600000000000001
510,Sunny,No Rain,False,12.900000000000002
511,Sunny,Light Rain,True,9.299999999999999
512,Sunny,Light Rain,True,7.799999999999999
513,Sunny,Light Rain,True,5.800000000000001
514,Sunny,Light Rain,True,5.100000000000001
515,Sunny,Light Rain,True,4.600000000000001
516,Sunny,Heavy Rain,True,5.0
517,Sunny,Light Rain,True,5.3
518,Normal,Moderate Rain,True,3.9000000000000004
519,Sunny,Light Rain,True,4.6000000000000005
520,Sunny,No Rain,False,7.700000000000001
521,Sunny,No Rain,False,5.3
522,Sunny,No Rain,False,6.199999999999999
523,Normal,Moderate Rain,True,4.499999999999999
524,Sunny,Moderate Rain,True,7.5
525,Sunny,Light Rain,True,7.8
526,Sunny,Heavy Rain,True,6.6
527,Sunny,No Rain,False,10.1
528,Normal,Light Rain,True,6.299999999999999
529,Normal,No Rain,False,7.199999999999999
530,Sunny,No Rain,False,6.9
531,Normal,Light Rain,True,5.5
532,Normal,Moderate Rain,True,3.2
533,Normal,Light Rain,True,2.200000000000001
534,Sunny,No Rain,False,4.299999999999999
535,Sunny,No Rain,False,9.399999999999999
536,Sunny,Moderate Rain,True,5.1
537,Sunny,Moderate Rain,True,3.6999999999999993
538,Sunny,No Rain,False,7.300000000000001
539,Sunny,No Rain,False,8.9
540,Sunny,Light Rain,True,6.299999999999999
541,Sunny,Light Rain,True,7.999999999999998
542,Sunny,Light Rain,True,8.799999999999999
543,Normal,Heavy Rain,True,8.7
544,Sunny,Moderate Rain,True,6.299999999999999
545,Normal,Light Rain,True,4.5
546,Sunny,Moderate Rain,True,4.599999999999998
547,Sunny,Moderate Rain,True,4.300000000000001
548,Normal,No Rain,False,7.299999999999999
549,Sunny,No Rain,False,4.999999999999998
550,Sunny,Light Rain,True,9.2
551,Sunny,Light Rain,True,8.3
552,Sunny,No Rain,False,8.899999999999999
553,Sunny,Moderate Rain,True,6.699999999999999
554,Normal,Moderate Rain,True,4.6
555,Normal,Moderate Rain,True,4.800000000000001
556,Sunny,Light Rain,True,4.1
557,Sunny,Heavy Rain,True,5.299999999999999
558,Sunny,Heavy Rain,True,5.6
559,Sunny,Moderate Rain,True,4.600000000000001
560,Normal,Heavy Rain,True,1.799999999999999
561,Normal,Heavy Rain,True,3.5999999999999996
562,Sunny,Moderate Rain,True,5.9
563,Sunny,Light Rain,True,9.700000000000001
564,Sunny,Light Rain,True,7.0
565,Sunny,No Rain,False,4.6
566,Sunny,No Rain,False,5.4
567,Sunny,Moderate Rain,True,5.6000000000000005
568,Sunny,Light Rain,True,5.299999999999999
569,Sunny,Moderate Rain,True,5.100000000000001
570,Sunny,Light Rain,True,5.699999999999999
571,Sunny,Light Rain,True,5.800000000000001
572,Normal,Light Rain,True,7.999999999999999
573,Sunny,Light Rain,True,8.700000000000001
574,Sunny,Moderate Rain,True,7.0
575,Sunny,No Rain,False,10.899999999999999
576,Sunny,Light Rain,True,5.099999999999998
577,Sunny,Moderate Rain,True,6.0
578,Sunny,Light Rain,True,7.299999999999999
579,Sunny,No Rain,False,10.200000000000001
580,Normal,Moderate Rain,True,5.800000000000001
581,Sunny,Light Rain,True,5.6
582,Sunny,Moderate Rain,True,7.300000000000001
583,Sunny,Light Rain,True,8.1
584,Sunny,Light Rain,True,7.3
585,Normal,Heavy Rain,True,3.299999999999999
586,Sunny,Heavy Rain,True,5.0
587,Sunny,Light Rain,True,6.8999999999999995
588,Sunny,Light Rain,True,7.999999999999999
589,Normal,Moderate Rain,True,6.4
590,Normal,Light Rain,True,2.9000000000000004
591,Normal,Moderate Rain,True,2.799999999999999
592,Normal,Light Rain,True,2.0
593,Sunny,Moderate Rain,True,5.9
594,Sunny,Heavy Rain,True,5.4
595,Sunny,Moderate Rain,True,6.6
596,Sunny,Light Rain,True,8.000000000000002
597,Normal,Heavy Rain,True,3.0
598,Sunny,Light Rain,True,5.1
599,Windy,Light Rain,True,4.9
600,Sunny,No Rain,False,7.799999999999999
601,Sunny,Light Rain,True,6.999999999999998
602,Sunny,Light Rain,True,6.699999999999999
603,Sunny,Light Rain,True,5.700000000000001
604,Sunny,No Rain,False,6.700000000000001
605,Sunny,No Rain,False,8.399999999999999
606,Sunny,No Rain,False,9.0
607,Sunny,Light Rain,True,8.8
608,Sunny,Heavy Rain,True,4.899999999999999
609,Sunny,Light Rain,True,6.699999999999999
610,Normal,No Rain,False,8.5
611,Sunny,Light Rain,True,4.800000000000001
612,Sunny,Light Rain,True,4.700000000000001
613,Sunny,No Rain,False,6.0
614,Sunny,Light Rain,True,7.6000000000000005
615,Sunny,Light Rain,True,5.800000000000001
616,Windy,Moderate Rain,True,2.5999999999999996
617,Sunny,No Rain,False,5.800000000000001
618,Sunny,No Rain,False,6.8999999999999995
619,Sunny,Light Rain,True,7.199999999999999
620,Sunny,No Rain,False,6.5
621,Windy,Heavy Rain,True,3.5
622,Sunny,Moderate Rain,True,3.8
623,Sunny,Light Rain,True,9.3
624,Sunny,Light Rain,True,3.799999999999999
625,Sunny,Light Rain,True,6.2
626,Sunny,No Rain,False,6.500000000000001
627,Sunny,No Rain,False,4.999999999999999
628,Sunny,Light Rain,True,6.5
629,Sunny,Light Rain,True,3.8000000000000007
630,Normal,Light Rain,True,3.1999999999999993
631,Sunny,Light Rain,True,5.999999999999999
632,Normal,No Rain,False,6.6
633,Sunny,Moderate Rain,True,3.700000000000001
634,Normal,Light Rain,True,1.9000000000000004
635,Sunny,Light Rain,True,5.4
636,Normal,Heavy Rain,True,6.6000000000000005
637,Normal,Light Rain,True,6.6
638,Sunny,Moderate Rain,True,3.4000000000000004
639,Windy,Heavy Rain,True,3.1999999999999993
640,Sunny,Moderate Rain,True,3.3000000000000007
641,Sunny,Light Rain,True,2.5999999999999996
642,Sunny,Moderate Rain,True,3.3999999999999986
643,Sunny,Moderate Rain,True,3.6999999999999993
644,Normal,Moderate Rain,True,3.8999999999999986
645,Sunny,Moderate Rain,True,3.6999999999999993
646,Sunny,Heavy Rain,True,3.299999999999999
647,Normal,Heavy Rain,True,3.3
